0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.568153885134386,-57.60469109950415,-57.63080005026153,-58.20675060653716,-52.0,-52.0,-52.0,-51.4318477696199,-51.39531034743972,-51.369201859394614,-51.349111921112424,-51.33292469736058,-50.75701629386203,-50.17956593968485,-38.0,-37.37224061344007,-37.35076361581369,-37.56509117139013,-37.6022154793648,-37.62857380101944,-37.64877942394829,-37.66501906267533,-37.678501484575925,-37.6899638651726,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.56815437196075,-35.60469192528907,1.0
-57.0,-57.0,-57.0,-57.0,-57.0,-57.56815355249154,-57.60469053525571,-57.6307993087494,-57.65088947597059,-58.22670962907563,-52.0,-52.0,-51.43184810276262,-51.395310912527364,-51.369202602007604,-51.34911280652321,-51.332925701337786,-51.319462882559236,-50.74333804902377,-50.16625559110981,-37.0,-37.0,-37.56815239211755,-37.60468856696633,-37.630796722110354,-37.650886391943175,-37.66707339245333,-37.680536122161215,-37.69199697307473,-37.43544689961203,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.568154039597914,-35.604691361514554,-35.63080039458511,1.0
-57.0,-57.0,-57.0,-57.0,-57.5681532196573,-57.60468997068331,-57.63079856681231,-57.65088859136437,-57.66707588640133,-58.24301689965293,-52.0,-51.43183623234956,-51.395302945283795,-51.369196745283226,-51.34910826965704,-51.3329220656503,-51.31945989979342,-51.30799946568406,-50.73162837230309,-50.71023168430749,-37.0,-37.63716041247085,-37.65675380947616,-37.67266106820539,-37.68596363720419,-37.697334950032285,-37.707221896412214,-37.71593559223284,-37.43446626961993,-37.3977570922395,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.568153707043926,-35.60469079741651,-35.630799653270266,-35.650889886740586,1.0
-57.0,-57.0,-57.0,-57.56815288663145,-57.60468940578664,-57.63079782444982,-57.65088770625178,-57.66707488276175,-57.68053776189715,-58.25669497920416,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-50.4318457746481,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-37.431846723266865,-37.39530857257671,-36.81860472020878,-35.0,-35.0,-35.0,-35.0,-35.0,-35.568153374298625,-35.60469023299465,-35.63079891153064,-35.65088900236943,-35.667076352445086,1.0
-57.0,-57.0,-57.568152553413846,-57.60468884056535,-57.630797081661555,-57.650886820632365,-57.66707387854833,-57.68053665699487,-57.69199754998132,-58.268400507074695,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-50.43184610664329,-50.39530752663356,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-37.431847055807374,-37.39530913664507,-37.369200268219615,-36.35885758260257,-35.0,-35.0,-35.0,-35.0,-35.56815304136182,-35.60468966824865,-35.63079816936582,-35.650888117492144,-35.66707534907192,-35.68053827496285,1.0
-57.0,-57.58445080340239,-57.616304710532205,-57.639854673435366,-57.65835045834871,-57.67346024989889,-57.68615314348856,-57.69704082217853,-57.706533250397435,-57.714918020729286,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-50.43184643882927,-50.39530809010185,-50.36919889289401,-38.0,-38.0,-38.0,-38.0,-38.0,-37.43184738853919,-37.395309701037235,-37.36920100992032,-36.793283924882815,-36.21408691980126,-35.0,-35.0,-35.0,-35.56815270823331,-35.6046891031782,-35.630797426775395,-35.650887232108225,-35.66707434512515,-35.68053717035356,-35.69199810372378,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-50.4318467712062,-50.39530865389336,-50.36919963380678,-50.34910926755914,-38.0,-38.0,-38.0,-38.0,-37.4318477214625,-37.3953102657535,-37.36920175204616,-37.349111793121764,-36.773324828345004,-36.19523849224436,-35.0,-35.0,-35.56815237491293,-35.60468853778299,-35.630796683758966,-35.65088634621721,-35.66707334060422,-35.680536065113415,-35.69199691153926,-36.26839967668986,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-51.0,-51.0,-51.0,-51.0,-51.0,-50.43184710377428,-50.395309218008386,-50.36920037514395,-50.34911015145124,-50.332922690719386,-38.0,-38.0,-38.0,-37.431848054577486,-37.395310830794195,-37.36920249459757,-37.34911267845925,-37.33292555612469,-36.7570174743828,-36.733961986304735,-35.0,-35.655659033936324,-35.67189857535398,-35.68544996134349,-35.69701517802286,-35.70705787707306,-35.71589968357113,-35.7237724098276,-35.730848360036816,-36.78273380331319,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-51.0,-51.0,-51.0,-51.0,-50.4318474365337,-50.39530978244726,-50.36920111690593,-50.349111035849006,-50.33292369354963,-50.31946067345582,-38.0,-38.0,-37.43184838788434,-37.39531139615962,-37.369203237574965,-37.349113564303806,-37.33292656059302,-37.3194638279685,-37.30800297441325,-37.29807016057155,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.56815437922844,-37.562101790940865,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.5681548402348,-51.0,-51.0,-51.0,-50.43184776948464,-50.39531034721029,-50.36920185909311,-50.34911192075294,-50.332924696952965,-50.31946177746802,-50.30800076260803,-38.0,-37.37224061344007,-37.35076361581369,-37.33358696311296,-37.31937589077461,-37.307325605786815,-37.29691424897432,-37.28778487703184,-37.279683072484836,-37.27242143417573,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.56815404686978,-37.147573486346175,-37.73296670304902,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.56815450814112,-58.436222455498815,-51.0,-51.0,-50.431848102627285,-50.395310912297795,-50.36920260170592,-50.34911280616352,-50.33292570092994,-50.31946288211049,-50.30800195414872,-50.298069075244136,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.56815472126813,-36.0,-36.0,-36.0,-36.0,-36.0,-36.0,-36.568153714319976,-36.60469080975857,-37.18142741404251,-37.762912203705305,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.56815417585656,-58.4362227812969,-58.3989046039193,-51.0,-50.43184843540778,-50.3953114773227,-50.36920334444516,-50.34911369183505,-50.332926705270445,-50.31946398719826,-50.308003146201926,-50.29807034333996,-50.28933866109297,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.56815438910609,-37.604691954372065,-36.0,-36.0,-36.0,-36.0,-36.0,-36.56815338157885,-36.604690245343804,-36.630798927759365,-37.20674888381497,-38.128838129563604,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.568153843380955,-58.43622310728214,-58.39890515248604,-57.822851099914914,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.568154056753094,-37.60469139061423,-38.18142841681405,-36.0,-36.0,-36.0,-36.0,-36.56815304864624,-36.60468968060489,-36.63079818560385,-36.65088813685261,-37.22670770626027,-38.151308802920454,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.56815351071409,-58.436223433454735,-58.398905701367326,-58.372483121557615,-57.79727982602902,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.56815372420898,-37.604690826532895,-37.63079969153381,-38.2067500559916,-36.0,-36.0,-36.0,-36.56815271552193,-36.60468911554154,-36.630797443022736,-36.65088725147979,-36.66707436709076,-37.243014811371275,-38.51393297406539,1.0
-58.0,-58.0,-58.0,-58.0,-58.5681531778558,-58.436223759814865,-58.398906250563456,-58.37248384130532,-58.35226180710235,-57.337266836832214,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.56815339147355,-37.60469026212775,-37.63079894981612,-37.65088904801693,-40.325771283534905,-36.0,-36.0,-36.56815238220575,-36.60468855015344,-36.63079670001562,-36.65088636559986,-36.66707336258239,-36.680536089295245,-37.71065438578719,-38.8096467721841,1.0
-58.0,-58.0,-58.0,-58.568152844805894,-58.4362240863627,-58.398906800074755,-58.372484561465235,-58.352262664180124,-57.7772019077834,-57.199796967337235,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-37.0,-37.0,-37.0,-37.0,-37.568153058546635,-37.60468969739848,-37.630798207673244,-37.650888163165774,-38.66983131041805,-40.41198250167694,-36.0,-36.64648493753179,-36.664331065891375,-36.67902651352337,-36.69144389113809,-36.70214327712218,-36.71150481531847,-37.28934982201159,-37.86746646572807,-38.45036920298206,1.0
-58.0,-58.0,-58.56815251156419,-58.43622441309843,-58.3989073499015,-58.37248528203778,-58.352263521748114,-58.33602823787379,-57.76084021687471,-57.18408004549797,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-37.0,-37.0,-37.0,-37.56815272542803,-37.60468913234478,-37.630797465104806,-37.65088727780802,-38.226706472775234,-38.80506662469225,-40.96834475907444,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.568154056753094,-37.60469139061423,-38.60818887259497,1.0
-58.0,-58.59195920476711,-58.43568088132192,-58.39834219692893,-58.3718765436056,-58.35160852600016,-58.33532925852886,-58.321820141548365,-57.746186329548095,-57.16957468033616,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-37.0,-37.0,-37.56815239211755,-37.60468856696633,-37.630796722110354,-37.650886391943175,-37.66707339245333,-38.243013471740504,-39.169989791764536,-40.93773786467944,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.56815372420898,-37.604690826532895,-38.18142744300116,-38.76291224559078,1.0
-59.0,-58.399712285328064,-58.37199089446684,-58.350858517668506,-58.33393490737814,-58.31992045690519,-58.30802882681829,-58.29774907202266,-57.72064212600435,-56.790540598306265,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-37.0,-37.63716041247085,-37.65675380947616,-37.67266106820539,-37.68596363720419,-37.697334950032285,-37.707221896412214,-38.2848805964651,-39.220904097880855,-41.014429276104764,-37.0,-37.0,-37.0,-37.0,-37.0,-37.56815339147355,-37.60469026212775,-37.63079894981612,-38.206748917665784,-38.7862214308819,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-57.43184628516311,-56.43942294847898,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.56815501864993,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.56815407004268,-39.56210069068518,-40.97495143504247,-37.0,-37.0,-37.0,-37.0,-37.568153058546635,-37.60468969739848,-37.630798207673244,-37.650888163165774,-38.22670774404284,-39.1513088686251,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-57.431846617451704,-56.8524596259306,-56.26734461015844,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.56815468665877,-50.60469245910005,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.56815373750622,-39.14757277846658,-39.73296556224996,-40.321908659942,-37.0,-37.0,-37.0,-37.56815272542803,-37.60468913234478,-37.630797465104806,-37.65088727780802,-37.66707439694463,-38.243014852405175,-39.16999212147421,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-57.431846949931355,-57.39530895705405,-56.818605384078886,-56.23739737762522,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.56815435447684,-50.60469189563174,-50.435967071487994,-38.0,-38.0,-38.0,-38.0,-38.0,-38.568153404778435,-38.604690284696254,-39.18142650759221,-39.21195571848372,-39.80059666087035,-37.0,-37.0,-37.56815239211755,-37.60468856696633,-37.630796722110354,-37.650886391943175,-37.66707339245333,-37.680536122161215,-38.25669279496945,-39.18586136757829,1.0
-58.0,-58.0,-58.0,-58.0,-58.0,-57.431847282602256,-57.39530952134311,-57.36920077377386,-56.7932835624085,-56.214086424723114,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.56815402210393,-50.60469133184021,-50.43596739620369,-50.39900830501278,-38.0,-38.0,-38.0,-38.0,-38.56815307185917,-38.604689719979945,-38.63079823734882,-38.65088819854771,-39.22670779484708,-39.25121517476317,-37.0,-37.63716041247085,-37.65675380947616,-37.67266106820539,-37.68596363720419,-37.697334950032285,-37.707221896412214,-37.71593559223284,-38.293805141525446,-39.231486443407846,1.0
-58.0,-58.0,-58.0,-58.0,-57.4318476154646,-57.395310085956176,-57.36920151576434,-57.34911151140484,-56.77332442377555,-56.1952379595309,-50.0,-50.0,-50.0,-50.0,-50.0,-50.56815368953988,-50.604690767725145,-50.435967721105776,-50.399008848217754,-50.37281953052897,-38.0,-38.0,-38.0,-38.56815273874823,-38.60468915493922,-38.63079749479739,-38.65088731321022,-38.66707443708757,-38.68053727153672,-39.256694326011974,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.56815440238804,-39.97451712344074,1.0
-58.0,-58.0,-58.0,-57.43184794851854,-57.39531065089356,-57.36920225818024,-57.34911239658103,-57.33292523649987,-56.757017035002946,-56.1795668912761,-50.0,-50.0,-50.0,-50.0,-50.56815335678452,-50.60469020328623,-50.43596804619444,-50.39900939173394,-50.37282024095821,-50.56331627368917,-38.0,-38.0,-38.56815240544544,-38.60468858957376,-38.630796751819986,-38.650886427365656,-38.66707343261923,-38.68053616635437,-38.69199702074435,-38.701929835234345,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.56815407004268,-39.14757353937002,-40.065347781666404,1.0
-58.0,-58.0,-57.431848281764296,-57.395311216155584,-57.36920300102199,-57.34911328226411,-57.33292624078538,-57.31946347609512,-56.74333883975068,-56.16625658775039,-50.0,-50.0,-50.0,-50.568153023837624,-50.60468963852317,-50.435968371469855,-50.39900993556164,-50.37282095179383,-50.56331596301772,-50.59948189622391,-38.0,-38.627760138175255,-38.649236372506515,-38.66641302740054,-38.68062410130146,-38.692674387454595,-38.70308574516677,-38.71221511782278,-38.72031692294817,-38.43453276941375,-38.0,-38.0,-38.0,-38.0,-38.0,-38.0,-38.56815373750622,-38.60469084908844,-39.181427481940354,-40.4338849613759,1.0
