rssi1,rssi2,rssi3,rssi4,location
-42.8544198239307,-47.94300488341157,-39.01558665808983,-47.23164202009153,2
-43.0051824497083,-47.9393274417108,-39.140254205244275,-47.38850315922839,2
-43.025075810074576,-47.37130547920606,-40.53872329556256,-47.41751238517328,2
-43.07091997981284,-47.34218912377135,-40.69586448095503,-48.10989421778062,2
-42.92332503941989,-47.69537988333029,-40.82598811985592,-48.15140269055573,2
-42.55214331643562,-48.84636118771571,-40.87078940964312,-48.18197984307478,2
-42.547828266734776,-50.006755717361976,-40.91546666593582,-48.20609099599727,2
-42.540159374399614,-50.22462881472119,-40.95641815910615,-48.225969283903616,2
-42.530691049646165,-50.010037694083195,-41.02363043364855,-48.24287966464984,2
-42.5133350619312,-48.98105133695278,-41.067270370456804,-48.25760238502229,2
-42.53346169890527,-47.786318466811366,-40.925485101063835,-48.270649825101444,2
-42.544887790232096,-46.549977312534324,-40.95258091274099,-48.28237510588552,2
-42.63813712057121,-46.353524513768036,-40.97186916170175,-48.29303114036317,2
-42.89048798269151,-46.23070184816253,-40.98581581618232,-48.302804860303944,2
-42.8985515726637,-46.14192766223632,-40.55676907478029,-48.311838101921765,2
-43.38451969166986,-46.07336557245528,-40.55627187194343,-49.04846578963991,2
-43.401267787540256,-46.75065840406642,-39.904937919916286,-49.09131028303825,2
-43.41706003829238,-47.5218673068573,-39.87025212058336,-49.12734137009358,2
-43.4318535022759,-47.57922836960819,-38.88674233435843,-49.1093883696056,2
-43.44572332083284,-47.62382656689534,-37.54989118996517,-49.11738282111655,2
-43.45877022447001,-47.660432454734575,-37.25617738939719,-48.753421581072736,2
-43.47108910947414,-47.71019900100544,-35.706530982441805,-48.74831831880017,2
-43.503652645036276,-47.71203950502151,-35.233540835158735,-48.81613147496561,2
-43.48167654252611,-47.50114997689218,-33.64246952500263,-48.836644112474495,2
-43.46900669836516,-47.52192700462582,-33.14356503603472,-49.14971557829625,2
-43.46114570751431,-47.5353861336644,-31.6731221086526,-49.17186067951979,2
-43.66674112139046,-47.001289207142,-31.244082237975952,-49.19017182278732,2
-43.67644739585222,-46.97895700012565,-29.776584896641754,-49.20601510319781,2
-43.68764724214051,-45.87333027361151,-29.494630148676613,-49.22009646243987,2
-43.699187892923526,-44.70565097817977,-29.31184332740443,-49.23283443685973,2
-43.69634210479417,-44.54404121355879,-29.163833300014716,-49.24450134954982,2
-43.277175914418706,-44.438848642103956,-29.040156156224782,-49.96668965821904,2
-43.250356412865095,-44.52854934582773,-28.934418042459097,-50.83010952363092,2
-42.30739504405989,-45.289565097460276,-28.84242156626378,-50.93334265546889,2
-42.26606030141558,-45.33623649322904,-28.76126599035541,-52.252163879662156,2
-41.36618603708852,-46.35561393594494,-28.68886513251993,-52.39758150188371,2
-40.455426610628514,-46.46321779542224,-28.62367002087204,-53.59121080351359,2
-40.33225266952523,-47.51880825198,-28.56450014116863,-53.73865781679047,2
-39.361290150782466,-47.6587174957041,-28.510435985174997,-53.83629890163726,2
-39.22938461570334,-48.66036581353391,-28.460748008567908,-53.90810463201938,2
-38.24464280082755,-48.792105593985134,-28.4148481481739,-54.87453580909694,2
-38.10273643318414,-49.72846785113054,-28.184414646932765,-54.980286049053475,2
-37.99708806482768,-49.844945837381296,-28.141274004404732,-55.054935375920216,2
-37.91250291245944,-49.92348839180977,-28.303046776541702,-55.11165458939837,2
-37.842491119822085,-49.98203393582974,-28.25503650753361,-55.11267385023138,2
-37.78310835581902,-50.820403927005316,-28.580151412688682,-55.12985225959704,2
-37.67152502409823,-50.90629168076296,-28.555561224240446,-54.76737217123436,2
-37.65219452751717,-51.77566794857845,-28.541230234478217,-54.76024681795392,2
-38.226540163378615,-51.87643654638407,-28.53315993457173,-54.75163619660462,2
-38.240157689235495,-51.94688526280193,-28.523171920961715,-54.74248398654927,2
-39.75081471832874,-52.000473177425654,-28.487939263334805,-54.73337985532144,2
-39.92096943345986,-52.04336692638075,-28.374387248462043,-54.72454263473215,2
-41.490113473016244,-52.851283564744946,-28.123516525895727,-54.71604999877553,2
-43.0811266344324,-52.9238765490457,-28.103816194380638,-54.70792114927612,2
-43.52430788994727,-52.97968851672045,-27.30591233056254,-54.70015015314257,2
-45.11480531563604,-53.024192385486415,-26.51928140489443,-53.98203103651241,2
-45.397516666838186,-53.02683663441528,-26.46880244585747,-53.94222688000743,2
-46.86370691286451,-53.03724696790141,-26.43998079002148,-53.105827699253275,2
-47.101119292452076,-52.34665224358186,-26.41444574084082,-52.14914191109238,2
-48.38274809664607,-51.49505548219847,-26.39133352717159,-52.02737317210585,2
-48.5928911481264,-51.43444671899981,-26.280487161755435,-51.098378377285606,2
-49.71374733372455,-50.48626100237553,-26.420030958239344,-50.98446349161043,2
-49.88866837462508,-50.37028690328324,-26.444803629574,-50.9319511476953,2
-50.01608674316003,-49.38418539957991,-26.70754734236443,-50.8997958541057,2
-50.97225768107632,-49.250098949441266,-26.704238329876812,-50.87865193041733,2
-51.09342124580483,-49.158273473532304,-28.1293818499515,-50.86379398330855,2
-52.008913055701186,-47.891565849116375,-29.64043994703927,-50.85288967312716,2
-52.11559499764444,-47.747472114079535,-31.024458942073267,-50.84463993185125,2
-52.20351506892824,-46.60681141871618,-32.46665392200004,-50.83825921934961,2
-52.30021181516491,-46.46614521500388,-33.8841541163965,-50.833243062816315,2
-52.34295218833127,-46.33591612868504,-35.374667725043295,-50.82925214640525,2
-52.32032552332845,-46.2868325001851,-37.01674656040551,-50.8260496718072,2
-52.33998171687014,-46.46181841857232,-38.913258455515596,-50.823465327543545,2
-52.36012608175525,-46.33650667744064,-40.934270717260866,-50.82137350048733,2
-51.79071903487093,-45.99347075752503,-43.02504401816369,-50.81967954636719,2
-50.76432262562387,-45.944374930706964,-43.48606270897343,-50.81831083442757,2
-50.6886356872216,-45.90835040687318,-44.20741885301861,-50.81721073150236,2
-49.37988600055957,-45.879763604523475,-44.67930244992022,-50.81633445648882,2
-49.29264256124151,-45.85598151255402,-45.09267367883557,-50.815646159427395,2
-47.906503677642185,-45.83556656085762,-45.341193832763544,-50.815116822636426,2
-47.64855990795851,-45.89064804128688,-45.43684418482911,-50.81472272598374,2
-46.112063921348295,-46.14748155415107,-45.327828765779046,-50.814444306978444,2
-45.786621639602366,-46.16439707389087,-45.356760651105375,-50.50997539505748,2
-44.347080894851935,-46.110804723682996,-45.39190842464529,-50.483168652765805,2
-42.95533829947629,-46.09112014949937,-45.41574390566545,-50.46143455689788,2
-42.68607769272527,-46.07771752245355,-45.43284477718425,-50.44315893100556,2
-41.493915925776605,-46.067847563679884,-45.46535983436584,-50.427420373681784,2
-41.291357044359614,-46.24267880395673,-45.491280855675086,-50.41363189944122,2
-40.233509724812706,-46.2590830509729,-45.51027187381254,-50.401392035931906,2
-40.07241231695672,-47.31580089850723,-44.875947385276206,-50.3904122314996,2
-39.100382565833776,-48.340533751255364,-43.88815546747079,-50.38047735162251,2
-38.118683219320445,-48.44353587367264,-42.48174924645164,-50.371422394820584,2
-37.96323925285895,-48.51796128097925,-42.22382118277588,-49.7146006763677,2
-37.854979002094915,-48.57607795553103,-40.76832638449649,-49.68804343481067,2
-37.77162842287207,-48.623646227040005,-39.26959132144162,-49.66612105844199,2
-37.704312482795906,-48.7012662403383,-38.764846131332654,-49.74464484769781,2
-37.64813219969875,-48.71792210329189,-37.24727733266517,-49.75339560635176,2
-37.55713397741141,-48.5216999441546,-35.57008963529409,-49.759208528348935,2
-37.612563285792724,-48.10071912435841,-33.73331668452044,-49.76352426914656,2
-37.87450166984739,-48.075478561689124,-33.12675792543797,-49.766965679768454,2
-37.86344822699412,-46.972209447544664,-31.283672536857605,-49.76984722118921,2
-38.399448370548775,-46.85916688555649,-30.839381508290575,-49.77234535168482,2
-38.408897383321836,-45.40505261628505,-29.26664537259603,-49.77456704784139,2
-38.419620517720595,-43.97005005457187,-28.877624021150904,-49.776581125099035,2
-38.43066024444019,-43.65424195360661,-28.667864502925134,-49.7784339844742,2
-38.441620334032564,-43.534794298491256,-28.31858335503032,-49.78015813750653,2
-38.468087733342834,-43.557856311519195,-27.791972300735814,-49.78177710377057,2
-38.36820086260291,-43.49887000700499,-27.647411260178668,-49.783308365091784,2
-38.35076265721569,-43.94122358464123,-27.53748822381457,-49.78476522183269,2
-38.09156316809761,-43.96607695482278,-27.45046148107106,-50.315924412473855,2
-38.08488011483378,-45.08510481651,-27.468907620858253,-50.336821897095376,2
-37.62485268184344,-46.607241103966366,-27.405371553467848,-51.054786858733166,2
-37.60964033055982,-46.80278370718468,-27.355460230151785,-51.90039049319946,2
-36.91197878921073,-48.150911448785294,-27.230530684003373,-51.9933327562777,2
-36.872986385813135,-48.333246152284126,-27.165655002118314,-52.8948466243173,2
-36.84501090245865,-49.498211919729954,-27.114632522358047,-53.003307419929264,2
-36.06708729055563,-49.66030557671597,-27.07321778928303,-53.076546742733555,2
-35.99971797703714,-50.67620024084007,-27.038889460098556,-53.13123282821201,2
-35.14108405122805,-50.80830475307709,-27.00998667510507,-53.17449846051524,2
-35.0097048156878,-51.738833400631954,-27.153208244635543,-53.210054461007935,2
-34.94155767072573,-51.85311649625554,-27.144210614846926,-53.17067521102355,2
-34.88964348633383,-52.754153372648695,-27.69930813830516,-53.17757700312459,2
-35.320175396633346,-52.86169146391047,-27.70360342895088,-52.780509880867264,2
-35.30891686211875,-52.93624068748133,-28.901019677818596,-52.76958897177139,2
-36.253176785164584,-52.992238538717174,-28.980881663925445,-52.75837376596877,2
-36.29115528086043,-53.00956245711179,-30.535072567844303,-52.74755276184944,2
-37.51840671614815,-53.02488812916787,-30.71576468747999,-52.737300835962,2
-37.64305242182444,-53.03732268649596,-31.61126895160408,-52.72763423873491,2
-38.0,-51.0,-30.999999999999996,-45.0,3
-44.309452126387164,-49.840630693355706,-30.999999999999996,-45.0,3
-45.55837866727032,-49.801072828168095,-31.0,-44.420199905365884,3
-45.73116234298929,-49.77028091119618,-31.0,-44.55332647629044,3
-45.86255718597112,-49.88548174586169,-31.573387252954458,-45.16799867134141,3
-45.9755857216752,-50.14759741160984,-31.597077187213777,-45.18678326559047,3
-46.07471047097785,-50.16657796087492,-32.19093585098027,-45.89562291033919,3
-48.0211549138151,-50.183348529871886,-32.81893783059728,-45.94006772109377,3
-49.28938128147203,-50.19844094322028,-32.83855325625112,-45.974687340414945,3
-49.463100285315605,-50.21219256987523,-33.53595836266857,-46.00330924740623,3
-49.498777966651424,-50.22483804186795,-34.3236206947013,-46.02782885357466,3
-49.5283700252851,-50.14836391398758,-35.21408897746909,-46.83593503323103,3
-50.52137771026656,-50.12803239753701,-35.33914993147432,-46.91248201950683,3
-50.763863997467965,-50.11376706084472,-36.54149047019067,-47.80553753809878,3
-51.83713681746761,-49.82225123773936,-38.00733486268276,-47.913502354197256,3
-51.955538698308665,-49.80561632912123,-38.22075615234114,-48.817865973778076,3
-52.05082754907525,-49.1422112312038,-39.53083399063453,-48.92483056305176,3
-52.12989068915935,-48.37372100529236,-41.04932814296863,-48.996877206750916,3
-52.19697095995374,-48.29534209955662,-41.30983854450376,-49.02633693226628,3
-52.254890057510046,-47.4239754783149,-42.62483432448468,-49.04734199630427,3
-52.30561244531645,-47.314591240356094,-42.81069974596602,-48.338056171672186,3
-52.35055591018198,-47.236566258388024,-42.941459530470176,-47.45232777701924,3
-52.390773883656436,-47.176201197911546,-44.028874905774394,-47.372546552249815,3
-52.42706811741603,-47.127298375354215,-44.166434583377324,-46.3829230469763,3
-52.46006129401905,-47.086400447513995,-45.17779176373516,-46.252587386039394,3
-52.4902454737444,-47.06580255761886,-46.196838229724555,-46.16272663880464,3
-52.51801538095982,-47.05530433758373,-46.34520301155224,-46.08751204074521,3
-52.543691855666125,-47.28891610608817,-46.45093357622673,-46.05034200316686,3
-52.56753873957149,-47.20836449507825,-46.53038844886454,-46.289777637389214,3
-52.589775268855156,-47.174175103084025,-46.61176358279267,-46.904698840774614,3
-52.610585323972465,-46.908529991955675,-46.644140057435926,-46.94099074241788,3
-52.630124438202145,-46.87922370568456,-46.66938461700278,-46.953234182818804,3
-52.68045168402855,-46.85524345030743,-46.690785885238775,-46.753657871514115,3
-52.523026155451376,-46.83483503546327,-46.70908945417873,-46.20348456544281,3
-52.52495848163182,-46.8170034427778,-46.93032700520867,-46.168342822519925,3
-52.126567379580614,-46.80112929884284,-46.9823314929265,-46.142032932817955,3
-52.12958391837413,-46.786799688447104,-47.0155881197784,-46.13111903071139,3
-51.23892031119981,-46.097593233617154,-46.9940062500383,-46.133623816139746,3
-50.13332649702043,-46.0697779394255,-46.99053340684962,-46.321276608796175,3
-49.98786219982867,-45.298663178798215,-46.99163741990767,-46.32182430945563,3
-48.86189643159416,-45.22636448836651,-46.994454408978115,-46.32383362207393,3
-48.71880773988368,-44.366898542218344,-46.997878715836,-46.326738156502046,3
-48.62213236330827,-43.42034449673061,-47.00143174874453,-46.23468066505305,3
-48.54129698328107,-43.28980424959151,-46.71434657749827,-45.92820650933413,3
-48.47188748447458,-42.37263380559468,-45.80268438442297,-45.89637364107343,3
-48.41114346379675,-42.254556436389905,-45.74589882552634,-45.184896514440354,3
-48.35720497375109,-41.34938288840369,-44.53210627816823,-45.142470465798574,3
-47.31150713396216,-41.23425004042651,-44.46210904273074,-44.31309317051211,3
-47.20795999377426,-41.154981606479076,-43.108702419799656,-44.21774694329251,3
-47.13275739492972,-41.0948653307269,-42.908112063722676,-44.13793784969393,3
-47.0677108080196,-41.04677636437,-41.60198586532137,-44.09958417990994,3
-46.927627264377584,-41.00691312224797,-41.42425909925916,-44.070124375299635,3
-46.9033129512488,-40.97301216684448,-40.23356026038874,-44.04684787643517,3
-46.87484393721806,-40.98107733969631,-40.033988142727225,-44.02803591007656,3
-46.846409111865455,-40.976887165649316,-38.681135000158825,-44.01255386361693,3
-46.819323370658864,-41.24950261312815,-37.37876332909584,-43.999622349962976,3
-46.79396773390216,-41.251040733119,-37.170862042629906,-43.73311954780173,3
-46.770381725960945,-41.25533649623841,-36.054691049409854,-43.69095668325184,3
-46.74847674874808,-41.26105373619996,-34.958353552506416,-43.74608384256324,3
-46.391724484844275,-41.267499328842725,-34.774030452105016,-43.74813541671505,3
-45.54745649080384,-41.9047389216383,-34.65531088279593,-43.748319104445834,3
-44.69917055424665,-41.929461772374154,-34.56597842035953,-43.74812210382776,3
-44.60290272928577,-42.69382536110346,-34.494801038795295,-43.747993737346754,3
-44.53180628839349,-42.762479324949325,-34.40131547349626,-43.74806440732053,3
-44.47592984682905,-42.65754458998497,-34.37409684599663,-43.74835547305487,3
-44.43029757860838,-42.67770533817729,-34.4700022788863,-44.276808047964586,3
-44.39195806863361,-42.687749855391516,-34.850751098090804,-44.29326251847456,3
-44.35903316946753,-42.6921899060073,-34.84840774548574,-44.99231364787289,3
-44.33026277535076,-42.78684948373508,-34.851524629310234,-45.04068433352358,3
-44.30476562765389,-43.05961587119371,-34.8572226164845,-45.849955459223935,3
