rssi1,rssi2,rssi3,rssi4,location
-46.5376843678758,-41.68578272778976,-45.52236222152072,-43.90766489368399,6
-46.35850552455737,-41.80375981563979,-43.71245321411808,-43.99072832097505,6
-46.19736422834904,-42.30989391211803,-42.90582535851427,-44.046492556048136,6
-46.048354779914675,-42.422930291201894,-42.326868425184095,-44.08715530186914,6
-45.90937451799663,-42.504641256961946,-42.153239453548515,-44.29616643602642,6
-45.77901170461266,-42.56707472050874,-41.34986936075343,-44.35482668782594,6
-45.65616839754597,-43.122802617894145,-41.110287528822866,-44.402825172281794,6
-45.53995942135268,-44.43317960078466,-40.94455065957271,-44.44320306024372,6
-45.429657428778725,-44.573766209577144,-40.809939607347026,-44.88759694307273,6
-45.324655852917886,-45.70382023598885,-40.69750014312984,-44.940128795534505,6
-45.22444248758482,-46.78686948941718,-40.34089918936527,-44.98343379588636,6
-45.128580113603284,-46.9306802024323,-40.22376187914188,-44.768388732488795,6
-45.03669198422381,-47.02964806534028,-39.700106078707876,-44.191525662030294,6
-42.6797257183286,-47.10626150109469,-38.93891684368638,-44.18174260293069,6
-41.01226679819316,-47.16875480344596,-38.81590458867866,-43.457939048260926,6
-39.84723041933834,-47.2215216167025,-38.721571377647734,-43.40653292770008,6
-39.25723850065183,-47.267180501675085,-38.64634498117951,-43.3671546363513,6
-38.98113821892828,-47.37895080526077,-38.5845947491687,-43.333962510217106,6
-39.21144179149686,-46.81829321979758,-38.53271710728123,-43.30522280814572,6
-39.07193675090781,-46.79924963922575,-38.464798674980074,-42.47909843872223,6
-39.93061503033867,-45.4809818730617,-38.76363343947232,-42.39699311145432,6
-41.147404460266536,-44.06200305325539,-39.654317834147726,-42.33541223375028,6
-42.47356930870052,-43.77779038969912,-39.67200326693386,-42.28368536634353,6
-42.68636433467469,-42.26702228517641,-40.81141332370176,-42.2391708120629,6
-43.93721388892732,-41.84407428939807,-40.87947702425421,-42.20017624795739,6
-44.1232244270092,-40.15160109997853,-42.186991505107294,-42.16554714897717,6
-45.2490243924118,-38.40606156703235,-42.36216157177792,-42.13445828486277,6
-45.42094632217786,-38.03382875285661,-43.819583866164315,-42.1062981576972,6
-46.46799140825413,-36.60479506817699,-44.11104880465751,-42.080600448907795,6
-46.622035666934465,-36.33894490427101,-45.57452549028872,-42.0570011222148,6
-47.61536200822896,-35.14402898130584,-45.79678507007738,-42.035210396117414,6
-48.61525333518624,-34.946092427680426,-45.95890986128226,-41.22267674001404,6
-48.77347460051166,-34.81345393799744,-47.240751254818925,-41.16354076624281,6
-49.71347491509464,-34.712217553174725,-47.423587708030674,-41.11401860632001,6
-49.84612827092019,-34.63097326516167,-48.847491869794126,-40.283839880653474,6
-49.94508125215649,-34.513891431785936,-49.05166787655874,-40.20020195317814,6
-50.02341334224624,-34.4798418212616,-50.564855690739606,-40.13641330162606,6
-50.087891064222,-34.54762042280011,-50.74370071729691,-40.085066838726945,6
-50.1987465230481,-34.519398331794186,-50.88556647933182,-40.04237746508322,6
-50.21801708864972,-34.90602733460323,-51.39292114354561,-40.00603444018618,6
-50.19765762401425,-34.89809422787681,-51.64934193259445,-39.974526488014426,6
-50.006087515405696,-34.896371288613665,-51.755806042596646,-39.94681323294016,6
-50.022848500484095,-34.89801658123766,-51.82786150637247,-39.97029442431476,6
-50.03323482155652,-34.86562075316031,-52.104182768881046,-39.97240307256221,6
-50.03941309150417,-34.838994669201355,-52.19746465603087,-40.670430810779806,6
-50.04270946190782,-34.6576615441271,-52.25628912997358,-40.690648530897526,6
-49.51971479954957,-34.638337671203274,-52.305893060341205,-41.83036280327785,6
-49.515955269333624,-34.25053133656314,-52.373197600197486,-41.893142184896725,6
-48.85699185107302,-33.57878238448412,-52.39361877202522,-41.941226853166576,6
-48.82858859133569,-33.54380946326805,-52.335334643796706,-41.982152752293445,6
-47.84992809759295,-33.51733692597579,-52.045669868277514,-42.017932701067096,6
-46.83786818873962,-33.494703150425806,-52.00764188400386,-42.04981433195962,6
-45.285830541990485,-33.602579872967056,-48.23262816824384,-41.995031076706,6
-44.39931850510979,-33.62134541999097,-45.49117402230842,-41.97316871812066,6
-44.178599605975364,-33.63357883886408,-44.463513253377606,-42.39908477460823,6
-44.01236634680833,-33.64249073897313,-44.1640610434931,-42.74465146826884,6
-43.87236803732726,-33.64945916405504,-43.97990181154765,-43.57480685402303,6
-43.75127268829289,-33.65517868543809,-43.82663709587824,-44.45092286656606,6
-43.644538141360556,-33.660039266014586,-41.935347511386986,-44.551416397485426,6
-42.38271955650816,-33.664277753630245,-40.95450050602094,-45.44942179544422,6
-42.2667824335928,-33.66804695196536,-39.251859521140396,-45.56645740184045,6
-42.192844689293125,-33.67145029965924,-38.31428431138255,-46.49808399989613,6
-42.12667571159704,-33.49611539235307,-37.883040929838266,-47.49013809529866,6
-42.06728408798926,-33.46994099404041,-37.62005643161674,-48.49937807426422,6
-42.01368975714723,-33.14009389867814,-37.3988237193924,-48.64457486424943,6
-41.965019116285525,-33.108111806500936,-36.80812299211098,-48.73841872016416,6
-41.92054162895675,-33.118981477962805,-36.66040142016555,-48.80674055815478,6
-41.336989977614486,-33.124258490989824,-36.5199471638633,-48.85997042425851,6
-41.29689456873476,-33.28627739834166,-36.08311446210174,-48.90331604041105,6
-40.03429150300363,-34.11147850898356,-35.948834128375644,-49.714934638197384,6
-39.87894950895554,-34.13898471328994,-35.78232607743175,-49.787805185402924,6
-38.6750149714821,-35.54923804044704,-35.949965876462656,-49.84429677513187,6
-38.52388971279116,-35.66467624452933,-35.86580516450154,-50.67611267463696,6
-37.43392636683272,-37.46524485806683,-36.38619014757557,-50.763418717293185,6
-36.3988619996243,-37.96597143935741,-36.38851820724365,-51.62524927965923,6
-36.23284573859761,-39.90220537045169,-37.10657342069161,-51.72286856092427,6
-35.29400169213822,-40.37373426440338,-37.166306575380816,-51.7946021000977,6
-35.16629865094983,-42.17930280874496,-37.2181079940775,-51.8497800324135,6
-35.073334546821236,-42.568594389265755,-37.263387982363696,-51.8820747666253,6
-34.99951925319692,-44.144322916937064,-37.30339508988449,-51.89732507559482,6
-34.88312078343692,-44.441695359960356,-37.33911863270233,-51.33280429695533,6
-34.858323929513645,-44.63517853872396,-37.371319398424674,-50.571211505848,6
-34.832153045971395,-44.78300555911465,-37.400584104103594,-49.67356181274724,6
-34.807313340589225,-44.90118459714684,-37.470755467912156,-48.6587016674677,6
-34.784416755321,-46.01205170955379,-37.46858101565064,-48.50400180766271,6
-34.763484306947085,-46.14809699506616,-37.47346674236219,-47.20171468234049,6
-34.80687586844813,-46.252120964136346,-37.48119322821341,-45.242165569287494,6
-34.79924592134911,-46.33563904465091,-37.38259691107191,-44.69866749331981,6
-35.03615648664657,-47.27606383030839,-37.38774751733972,-42.93630890658821,6
-35.02740049079493,-47.37889166556968,-37.06149753708415,-42.630309892604686,6
-35.8204307765975,-48.28858121027065,-37.06440143300419,-42.462885671958944,6
-36.885167132267306,-48.39406553125339,-37.064678326319786,-42.33774546385892,6
-37.932452535410995,-48.47838470945904,-37.063139899393704,-42.238598193583854,6
-38.03417800765767,-48.42956098137961,-37.060398821378406,-42.156934553243595,6
-39.28840032556716,-48.44623453245663,-37.05684496540191,-42.08776786382824,6
-39.46737099280405,-47.80456557222004,-37.09691374119784,-42.02793995984363,6
-40.86389423295496,-46.40377192717019,-37.12569172886962,-41.97533275093144,6
-42.44093724276418,-44.79407929658491,-37.31951888811659,-41.92846142472395,6
-44.01933728948061,-43.21384075492696,-37.70231366379091,-41.88624769672166,6
-45.47252900122321,-42.73945025867784,-37.72318008598445,-41.84788555387609,6
-45.77357187729176,-41.051670188700434,-38.38247329268293,-41.81275780178598,6
-47.027165461332956,-40.580344799584935,-38.40470635134327,-41.780382068489885,6
-47.24887024480289,-39.031647923721394,-39.124312222779224,-41.75037467004226,6
-48.3718280170309,-37.582215223564596,-39.16565035035804,-41.72242572380595,6
-48.54795031829015,-37.29711927841249,-39.95999130984559,-41.696281577041255,6
-48.679890184843494,-36.11776834914873,-40.842792504491705,-41.67173212821852,6
-49.665949550824664,-35.91982761359133,-40.96569395300485,-41.648601501890695,6
-49.796393520719604,-34.89405239061338,-41.88408004917231,-41.62674107242451,6
-50.74187502074101,-34.742984732794866,-42.01390218462096,-41.60602416488197,6
-50.86799367224644,-33.79592855384803,-42.931396325230494,-41.586341974286874,6
-51.785010535247785,-33.6664685797513,-43.05592812968967,-41.56760038388928,6
-51.905378184550024,-33.5735962990496,-44.231305314993364,-41.5497174561952,6
-52.80429009048806,-33.50152708044078,-44.37491315625726,-41.53262143397759,6
-52.91983258942701,-33.443016908484864,-45.73591728813818,-41.51624913244894,6
-53.808112694956804,-33.37250230637745,-47.27023113718755,-41.50054463472113,6
-54.726832035653345,-33.35541608555885,-47.5108997470351,-41.4854582247752,6
-54.8465039634857,-33.46520337255651,-48.87865369814185,-41.47094550815305,6
-54.944192666521076,-33.8280834462181,-50.19152623433661,-41.45696668229469,6
-55.0540867722522,-33.82866718105373,-50.40875961437675,-41.44348592712139,6
-55.10656060076542,-33.83352245228196,-51.559486992246626,-41.430470892961594,6
-54.96212391919861,-33.840403358446714,-51.72636632135166,-41.417892267827646,6
-54.639568138485046,-33.84826934197238,-51.85620384657937,-41.4057234097994,6
-54.59211516152379,-33.85659030885807,-52.01125578732053,-41.39394003315497,6
-54.06992308088956,-33.8650787981398,-52.08262735592998,-41.30199084241752,6
-53.38770190195067,-33.873572609611536,-52.13621885455953,-41.315184220972974,6
-53.26692778828625,-33.88197827764273,-52.153253769634354,-41.31904306147168,6
-52.085722821518516,-33.89024182701795,-52.187376803939856,-41.549057713561226,6
-50.65166444793369,-33.89833277086143,-52.21765535788376,-42.00666344609602,6
-46.0,-46.0,-46.0,-43.0,7
-46.0,-45.42754849937461,-45.42665300949774,-43.0,7
-45.428361284353954,-45.402560988151045,-45.402984496245416,-42.42600994350355,7
-45.402184066174215,-44.81273806262828,-44.80917636527865,-42.403081093038686,7
-44.81521810668606,-43.85611982367095,-44.79381749400219,-42.38570710326664,7
-44.798582842833746,-43.819311130433434,-44.15882552886214,-42.3717498677739,7
-43.83597240953406,-42.959463485178745,-43.46397286926296,-42.36009873983051,7
-42.99765004947839,-42.08098198191003,-42.675042640680005,-42.35010520387404,7
-42.15438974736586,-41.99215996581336,-42.58497215855631,-42.34135892209049,7
-42.08172130957256,-41.881388993105844,-42.519098158813506,-42.333584435390385,7
-41.20095854940721,-41.85080817239048,-42.466009614149876,-42.326588200350535,7
-41.09909587728051,-42.11801617094952,-42.42160859528416,-42.32022919885417,7
-40.18217497331066,-42.47458396783363,-42.383511005868186,-42.56102485642014,7
-40.064118044672924,-42.470410262046975,-42.33200464572914,-43.15375890047665,7
-39.97505845804667,-42.47301215263567,-42.44462562274997,-43.17180415413247,7
-39.90261282786574,-42.479049282112875,-42.43583665564936,-43.81334055407979,7
-39.016317081210154,-42.331510768452276,-42.43008803914534,-43.833465032681296,7
-38.08806494083224,-42.30596676584744,-42.42651805241759,-44.86919201278958,7
-37.952702204937395,-41.82459063776475,-42.85403024992999,-44.936072218117964,7
-37.853076663749704,-41.79191381364176,-42.85986784004602,-45.95672175238257,7
-37.773612784444396,-40.75932637971223,-42.86711714141824,-46.06193861565788,7
-36.906412111395895,-40.67263814770085,-42.87498387444839,-47.09618165850961,7
-36.808733660678996,-39.65481209407179,-42.85115178052837,-48.16594974396786,7
-36.73326851737669,-39.52755616333079,-42.662796885572455,-49.23355031372444,7
-36.67111671100281,-39.45298779390707,-42.29143585770664,-49.3997529736144,7
-35.83201685916728,-39.38994988321746,-42.271512764416435,-50.349204140546874,7
-35.74976693213122,-39.22214487400848,-41.59344873972132,-50.47781720993329,7
-35.68531399684801,-39.33222090236378,-41.5622831790606,-50.56691411844423,7
-35.63161428129854,-39.314212236753846,-41.538824359953956,-51.44064618395356,7
-35.58580730956635,-39.89093367006359,-41.50329341155643,-52.36986104092318,7
-35.51543385522488,-40.91157027178805,-41.51138472021585,-52.49600316167714,7
-35.50744764466783,-40.97164212026049,-41.59876481902084,-52.60203012086678,7
-35.590839227716415,-42.30062961575562,-41.879027794140434,-52.65099478362904,7
-35.893923013224956,-42.47509012253349,-41.880824129250136,-52.68711090248302,7
-35.88650709570017,-43.804344931282586,-42.77786122948943,-52.715758708043275,7
-35.88429570607265,-44.06231256642515,-43.72336048170509,-52.73913858975563,7
-35.88515931184484,-44.16721516437296,-43.81766390495255,-52.24523348514682,7
-35.8879375445922,-44.25637122685144,-44.841725229770496,-51.21748949016066,7
-35.891946990943694,-44.62219180551193,-44.979196487918855,-51.16130456166834,7
-35.89676175017059,-44.711654411583,-45.083229853605495,-49.85856825933869,7
-35.902104968763055,-45.846003504096615,-45.16683860652733,-49.69986871771823,7
-35.90779079997962,-45.98780138978206,-45.236365331111976,-48.24839612466385,7
-35.91369136260841,-47.030919269508445,-45.36378293873185,-47.954406920090605,7
-36.55580503892154,-47.1726688366793,-45.393954032217906,-46.2847607373217,7
-36.565864701777954,-48.12437842495849,-45.35447641201196,-46.00442553554197,7
-37.29053278624967,-49.07728277059189,-45.385308325091756,-44.540555283366736,7
-37.32964213624236,-49.210845605786545,-45.40885112546774,-43.17630352903995,7
-38.125420349407015,-49.30503940920775,-44.99698071253069,-42.94815024168002,7
-38.99059007174361,-49.37755191543471,-45.009834849296105,-41.83055350706155,7
-39.91216870454434,-49.43634662555763,-45.01620398097222,-40.75926132607283,7
-41.11849399894734,-49.485690507530066,-45.01861942562851,-40.590832516671774,7
-41.290322785458976,-49.52813114409303,-45.061804190876735,-40.48153301728538,7
-42.651312134275784,-49.56530996092911,-45.08927021957919,-40.4007019400396,7
-42.82683861545959,-49.43769505633095,-45.56835543776827,-40.33706084385925,7
-44.07574430595309,-48.47579053772364,-45.60681855841702,-40.28484456345969,7
-44.23720052659585,-48.41575906152164,-46.683760189166,-40.240732402669835,7
-45.64724723680278,-46.988603186064566,-46.73494496691484,-40.20264698753957,7
-47.00970378257105,-46.760132140757186,-46.77450312954002,-40.169207193021215,7
-47.2273270667952,-45.28891234981531,-48.082541271884956,-40.1394507628432,7
-47.38124329583365,-43.876632015766944,-49.590603254060525,-40.11268186782719,7
-47.50085740275633,-42.3258123330848,-51.11198980854132,-40.088381873664666,7
-47.59805910155406,-40.822927606370754,-51.45202154181593,-40.06615438423929,7
-47.679530724026556,-40.52580130079521,-51.60570399046057,-40.07123039650332,7
-47.876701617160236,-40.3297429141753,-51.713269438685415,-40.07647929217458,7
-48.07155621127426,-40.18234327345624,-51.796281974054914,-40.07640797768924,7
-48.130392485354996,-40.06474847852006,-51.862878866967804,-40.07410190691532,7
-48.18539050420652,-39.99574674821414,-51.9177736557369,-40.3223854439622,7
-48.23538043594324,-40.50054619708378,-51.96398324468029,-40.32374947489338,7
-48.2806092854686,-40.467519569639634,-52.00354424464575,-40.8648136108856,7
-48.32161760078669,-41.114866628705364,-52.037887729429706,-40.88056278847429,7
-49.249405893524376,-41.13530421991745,-52.068052152300695,-41.57523631127635,7
-48.075853629473,-41.156791761502134,-50.35439147075127,-41.497745623038874,7
-48.00794963848992,-41.21582842054016,-48.67846816692508,-41.500991630513454,7
-46.984347096099874,-41.20585084643768,-48.58678157708623,-41.503292060498005,7
-46.91975707936916,-41.17263047338732,-47.19559422173694,-41.50468124800806,7
-45.876233990303234,-40.98511774356795,-46.944305061161636,-41.50533296540527,7
-45.74244893045046,-40.99805093319647,-45.717261245963904,-41.505408763230754,7
-44.723862664851154,-41.00588179507096,-44.37625789016978,-41.50503769026937,7
-43.56731829058761,-41.01041215566498,-44.144855331434655,-41.504319388995555,7
-43.38472304005906,-41.01270015431659,-43.00399740416677,-41.50333044594792,7
-42.31607102494052,-41.01340590420491,-42.823450709278575,-41.502130005855484,7
-41.25244736328587,-41.01296363737034,-42.699775619342304,-41.64874729761138,7
-41.073265319113496,-41.01167105203943,-42.60638030183024,-41.96580413597708,7
-40.10444027643635,-41.009739052123294,-42.53232115386782,-42.002143098777395,7
-39.95881257162766,-41.00732106553827,-41.63171706753158,-43.02519348093749,7
-39.03542321786905,-41.00453115757588,-40.69609858546491,-43.07911864039352,7
-38.906092563030704,-41.00145566892155,-40.56541042742533,-44.60105108288682,7
-38.006163314747305,-40.35841810169502,-39.660131591849805,-46.030727403116295,7
-37.885306026248465,-40.34567254971516,-39.542482885037224,-47.45739557922711,7
-37.79740815957758,-39.33511508662483,-39.45980485573872,-48.825820957935164,7
-36.933239249810434,-39.23999016978098,-39.39676262630509,-49.074148904392736,7
-36.83145256536692,-38.22557857443051,-38.57196791986305,-49.23468177351491,7
-36.75431034796869,-37.19386103474638,-38.48990525577074,-50.274658298758816,7
-36.691446574414066,-36.1455924810705,-38.42876538812007,-50.41900136359223,7
-36.63861224773093,-35.97179185986162,-38.37923098172246,-50.54674900429973,7
-36.59318973327953,-35.857990525734756,-38.33764564867147,-50.5106888641456,7
-36.553454123475554,-35.7198611638564,-38.30183647593436,-50.548250701066046,7
-36.51821029246684,-35.67392517549715,-38.2704107913943,-50.666167907731,7
-36.4865972825794,-35.91245364874862,-38.237612289936635,-50.715415769178385,7
-36.45797521248725,-36.671050399256785,-38.23644807199838,-50.97928737027489,7
-36.431856180387385,-37.82701365485079,-38.23058097415416,-51.02162699248846,7
-36.40786011705866,-37.928026081504456,-38.22310338435125,-50.83755726093314,7
-36.38568551751736,-39.32280849326837,-38.215197036013535,-50.817486708435446,7
-36.365089423593766,-40.743474028997575,-38.207361432812846,-50.80139547740081,7
-36.34587336479729,-40.96528834892385,-38.19981343664647,-50.874054999528276,7
-36.32787325444709,-42.285457048165966,-38.41765530103677,-51.08442620116547,7
-36.31095198106136,-43.57423566047545,-38.41718830660882,-51.112777754136815,7
-36.294993878986546,-43.80439221147009,-38.901943101224234,-51.136629846001,7
-36.27990053611612,-43.9626552282555,-39.55782895446087,-51.157243495767645,7
-36.26558757026609,-44.08155986125515,-39.60023418287346,-51.09892294540313,7
-36.244029483243835,-44.175685819329445,-39.63535906960229,-51.080079401844564,7
-36.26116732577721,-45.131150261350726,-39.665550827257725,-51.06770344840791,7
-36.44625026531525,-46.09507001096134,-39.692105262425,-50.8272222237285,7
-36.44970524321134,-46.23095184529312,-39.71584415787652,-50.20479879129515,7
-36.451673766892625,-47.44072524330828,-39.73732696566143,-50.18323703212476,7
-36.45313200613882,-47.585219211665304,-39.756954637791736,-49.479641898049614,7
-36.45444613253854,-48.96197054993384,-39.77502595383729,-49.43396268945129,7
-36.45576344583829,-49.12581344769762,-39.79177046606082,-48.35142876228507,7
-36.4571419078557,-49.2379609528691,-39.80736892948702,-46.948271871757,7
-36.45860041907239,-49.850308910878766,-39.82196657914111,-45.54982400437862,7
-36.92929620107078,-49.93963759889894,-39.835682096866506,-45.316700588399016,7
-36.93424498765812,-50.0067797909888,-39.84861386459171,-44.11487201252164,7
-37.56914246844501,-50.2971584993203,-39.860844445465546,-43.907527418887526,7
-37.59083282040144,-50.362901827577105,-39.87244387089916,-42.81684115977222,7
-37.61123853457095,-50.42041626176429,-39.88347210100399,-41.74353629501161,7
-37.63028664545314,-50.48817319474664,-39.893980899207136,-41.57607889276142,7
-37.64805372590606,-50.5050483865239,-39.90401528301946,-40.62695449922709,7
-37.66466365242403,-50.71100396705355,-39.91361466248204,-39.65968273154931,7
-38.40193203943673,-51.53027205257589,-39.92281374468471,-39.52001678924906,7
-38.438204040989355,-51.605987420613154,-40.68198103015649,-39.42597187563794,7
-39.51571957024547,-51.67272117558151,-41.47236437648096,-39.355325226196115,7
-41.05226276524571,-51.72842273256055,-41.54453001880139,-39.2990083123357,7
-41.2689793062572,-51.77580769761043,-42.38618023231399,-39.25233330114048,7
-43.071008035280954,-51.816896281037906,-42.480180949770414,-39.20896988825573,7
-43.4156416576429,-51.85307325793659,-43.3344168898838,-39.19794839114793,7
-45.33236438806433,-51.88531773363455,-43.4295016810879,-39.185639127176145,7
-45.846337313772835,-51.88509228874515,-44.296411657519656,-39.1738362248415,7
-47.76602689596247,-51.35998167076124,-44.40036708240256,-39.16299801715742,7
-48.24156281557934,-51.30073191664094,-45.28968629393417,-39.15318577218976,7
-50.17371295204055,-50.336573724520804,-46.23736107080803,-39.14433548844837,7
-47.75584961135306,-47.01130103983108,-44.925233897547265,-41.90178129941066,7
-46.77566955988963,-46.29416118031023,-44.19195888938813,-44.21822923093102,7
-46.59726269779363,-44.27414615491978,-44.083720226371135,-44.53186698992398,7
-46.4927440033346,-43.65700990721358,-43.99593176486205,-46.30353405810177,7
-46.39123560930512,-43.45108241388651,-43.91563767520895,-47.878636442910285,7
-46.2910222598782,-43.29099309128393,-43.84176555455241,-49.526133907547674,7
-46.19321723675423,-42.49960665139031,-43.7734388696022,-49.81727088233933,7
-46.09842217690201,-40.77756860428124,-43.709913676419525,-51.07034437448101,7
-46.00687010494825,-39.0732609847089,-43.65057253209089,-51.26887656153451,7
-45.91859700671856,-38.38926797623039,-43.59490441738636,-52.31947439349073,7
-41.0,-33.0,-41.0,-35.0,8
-41.603597903178894,-33.0,-40.4210806566642,-35.0,8
-41.441587110801045,-33.0,-40.39931245076044,-35.0,8
-40.85557044776036,-33.0,-40.3826198841421,-34.428011530227444,8
-40.83491735604865,-33.0,-40.55739521898319,-34.402389913826966,8
-40.896886198871584,-33.0,-40.58355826267208,-34.38339167164369,8
-41.61594099052961,-33.0,-40.602721171864694,-34.36837838156289,8
-42.60463288926957,-33.0,-40.61783937230595,-34.55861719218341,8
-43.54383761905133,-33.0,-40.63032745102774,-35.55647805867781,8
-43.606543965445496,-33.0,-40.640969562863255,-37.006462661450385,8
-44.57241465756347,-33.0,-41.243420425202565,-37.07452452855781,8
-45.614283818190195,-33.0,-41.25839197244991,-38.71079221697694,8
-45.77030212733635,-32.42884527704518,-42.2791318835635,-38.89825116689235,8
-45.8871803200439,-32.40160665833415,-42.32218285588648,-40.59775271731293,8
-45.98068392092434,-31.816692972506754,-42.3585472798138,-41.04124545058769,8
-46.13390094475914,-31.799223494889183,-42.39063576151938,-42.873053402310354,8
-46.17803389773913,-30.843980149326278,-42.61510408242043,-44.75239976210936,8
-46.19239198985279,-30.023447251694165,-42.63487167896411,-45.13239168616731,8
-46.22957641261756,-29.994302270835753,-42.53269952629913,-46.74918018654822,8
-46.2600051499218,-29.97302840910393,-42.1843503024119,-47.040295059905276,8
-45.99024765365417,-29.952993287047605,-42.17503367436904,-48.39663808518234,8
-46.00962973893362,-29.93417694461108,-41.526646188292,-48.623418700715206,8
-46.02177781656293,-29.861240031845945,-40.73030149729831,-48.78569487505627,8
-46.07782508180395,-30.084218794648983,-40.64002947433296,-48.91051667467433,8
-46.11452378867519,-30.11482662874101,-39.75490068607262,-49.01086911286291,8
-46.307765834402495,-31.193840547161365,-39.63352189453441,-49.09412392047201,8
-46.67271390720416,-32.714699731612754,-39.54570482197702,-49.16483956061062,8
-46.69929433696784,-33.02243164868296,-39.47631724450249,-50.12313888744816,8
-46.72217478222602,-34.664904234994985,-39.419319395899585,-50.206333495499656,8
-46.74233870998703,-36.3649672300987,-39.37120554422788,-50.283689169914226,8
-46.76043883826004,-36.83455282516519,-39.32975712039825,-50.37432303682017,8
-46.77691531391112,-37.00999986219069,-39.275133375128576,-50.12597272146288,8
-46.79207608752619,-37.15156143176525,-39.408034911755564,-49.31446505071673,8
-46.80614463643087,-38.65151453345452,-39.80065336353266,-49.25979665600876,8
-47.503967017427705,-38.98133210818371,-39.80446946761257,-47.78300497178638,8
-47.52015027140777,-39.14204223361208,-40.459984211789624,-47.71107181509363,8
-47.53545618892123,-39.27703104660567,-40.49225744882294,-46.07605125823801,8
-47.54975010517753,-40.706735853256696,-41.27887856646909,-45.946831041433114,8
-47.56306740742488,-40.88843012616241,-41.35550557147533,-44.36572926575158,8
-47.57550055283877,-42.92856288710093,-41.41644020626393,-42.60220223468249,8
-47.587148371203455,-45.100166138529204,-41.46762689843531,-42.103997382136384,8
-47.59810153544132,-45.5130081942238,-41.51184958542541,-40.317593400942386,8
-48.36263687382057,-45.76126457449223,-41.55080702281126,-38.60055175008523,8
-48.39307394761008,-45.95059928364086,-42.397392166909455,-38.24069061688998,8
-49.505769563211345,-46.10608707003784,-42.477906428268156,-36.83610174925975,8
-49.59832815529911,-46.90698666400167,-43.37416117455973,-36.57473845165009,8
-51.43671185981231,-47.312319258329666,-43.4869116015459,-36.404448791378776,8
-51.70905349731163,-47.75710492517341,-44.394530943156056,-35.268841891434235,8
-53.687555110610994,-47.93196406547412,-44.51160695658247,-35.0976744177235,8
-54.11434393919246,-48.03760731002597,-45.404450364651616,-34.065926184542114,8
-55.85284561226068,-47.92997887715933,-46.64859455190714,-33.915787028648055,8
-56.19899948985243,-47.9528823448813,-46.80670855175579,-33.80720307436692,8
-56.35655600313628,-47.58551299507956,-47.93740044364396,-33.7217732509605,8
-56.88494281527705,-47.52967833157312,-48.078994045560684,-33.65176440438901,8
-57.12847185581728,-46.879835139053114,-49.132852249774956,-33.59272440377726,8
-57.27190009545492,-46.82339660404129,-49.27335293225789,-33.5418653826168,8
-57.37932894551798,-45.79903750678268,-49.37358329658764,-33.497330370952305,8
-56.85405800222859,-44.51045545028527,-49.45131441602602,-33.45782241079561,8
-55.8654792411897,-42.756074143587675,-48.5012006858079,-35.439786629881034,8
-54.78433027205793,-41.09878583605277,-48.43922094315701,-35.67663407217773,8
-54.61423612097967,-40.678643934921034,-48.40338967715796,-36.649169394794754,8
-53.503578005430505,-40.4440571619307,-48.37023748095446,-36.684713742460715,8
-53.32537879921743,-40.25233863597769,-47.2983350144333,-37.12085274466754,8
-52.261302208198885,-40.087631848795596,-47.233236556349446,-37.18586551962878,8
-52.09643838472113,-39.942880584931,-47.19120515093405,-37.234505001859496,8
-51.98056539890298,-38.125488237129616,-47.153559308856124,-37.30053840214202,8
-51.88873634920046,-36.8854041038224,-47.1193744561871,-37.348643193587996,8
-51.813017656111946,-36.345160944561314,-47.088017260035265,-37.38542297032794,8
-50.60367479088067,-36.12332772222281,-47.059020061643665,-37.41451762546372,8
-50.46807808629819,-36.59942198375132,-47.0320268128729,-37.438126595327404,8
-49.10648705350982,-37.629185565692595,-47.00675956449904,-37.0424597693365,8
-48.91584636932229,-37.810511949452724,-46.84517448641964,-36.484811454322724,8
-47.45787988144737,-37.84364046245706,-46.85492749516942,-36.45223671267821,8
-46.07486814677974,-38.41944166014221,-46.85458018219654,-36.42216394674209,8
-45.8221999768817,-38.434066497636294,-46.55918695263486,-36.39341180993723,8
-45.67489042327944,-38.149867173678196,-45.5775501946698,-36.36626209768367,8
-45.56153976076795,-37.385391060661696,-45.48204830925817,-36.34073456355732,8
-45.470033233480095,-37.29795338211749,-44.564213139192205,-36.3167510052357,8
-45.393667188659116,-36.183214796625904,-43.65550552177577,-36.29419964472928,8
-45.328356485026035,-34.82289544384908,-42.71741088770212,-36.27296184745746,8
-45.27143966641332,-34.436060724023136,-41.73825697253568,-36.25292327305044,8
-45.22109309439048,-34.3001387290852,-41.584853632225474,-36.235132397868455,8
-45.176016734969224,-34.1899640611328,-40.651269357849785,-36.244328159961675,8
-44.98532365682886,-34.096270715796514,-40.521965151054424,-36.72763619720482,8
-44.98032496394553,-34.014668328023625,-40.43193237589858,-37.95964479148125,8
-45.19141556328733,-33.94233867488913,-40.36327499472517,-38.03033427717561,8
-45.834704539681915,-33.87735731863252,-40.308164919347185,-39.60075444311535,8
-46.68626334877625,-33.81834965160208,-40.26236630803931,-41.221253600062425,8
-47.55153974340353,-33.764298337268556,-40.22333602560962,-42.81102894975911,8
-47.62800606204595,-32.97796334757993,-40.18943176224509,-44.47427274289636,8
-47.682571615822745,-32.753476532132424,-40.15953392727528,-44.78492427541492,8
-47.72874036083764,-32.68809709856071,-40.13284661188048,-46.20306997649144,8
